key,expected,actual,ok,source
table_26[join Table 2].EquiBind.d1,55,55,True,"The 2 A in-place column must equal Table 2's counts over 303 at the two shared depths. Asserted, because it is the one place the two tables can drift apart without either looking wrong on its own."
table_26[join Table 2].EquiBind.d15,80,80,True,"The 2 A in-place column must equal Table 2's counts over 303 at the two shared depths. Asserted, because it is the one place the two tables can drift apart without either looking wrong on its own."
table_27[AutoDock/1].n_poses,190,190,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/1].n_valid_complexes,190,190,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/1].coverage_pct,62.7,62.71,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/1].inplace_median,1.49,1.49,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/1].inplace_q1,0.758,0.758,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/1].inplace_q3,4.22,4.22,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/1].form_median,0.845,0.845,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/1].form_q1,0.426,0.426,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/1].form_q3,1.507,1.507,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/1].median_r,0.365,0.365,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/1].pct_placement_limited,47.9,47.89,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/1].pct_mixed,25.3,25.26,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/1].pct_form_limited,26.8,26.84,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/5].n_poses,882,882,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/5].n_valid_complexes,256,256,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/5].coverage_pct,84.5,84.49,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/5].inplace_median,3.476,3.476,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/5].inplace_q1,1.791,1.791,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/5].inplace_q3,6.035,6.035,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/5].form_median,1.265,1.265,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/5].form_q1,0.704,0.704,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/5].form_q3,1.984,1.984,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/5].median_r,0.172,0.172,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/5].pct_placement_limited,65.1,65.08,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/5].pct_mixed,19.4,19.39,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/5].pct_form_limited,15.5,15.53,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/15].n_poses,2200,2200,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/15].n_valid_complexes,275,275,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/15].coverage_pct,90.8,90.76,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/15].inplace_median,5.043,5.043,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/15].inplace_q1,2.937,2.937,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/15].inplace_q3,7.414,7.414,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/15].form_median,1.445,1.445,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/15].form_q1,0.811,0.811,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/15].form_q3,2.2,2.2,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/15].median_r,0.094,0.094,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/15].pct_placement_limited,77.8,77.77,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/15].pct_mixed,13.9,13.91,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[AutoDock/15].pct_form_limited,8.3,8.32,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/1].n_poses,164,164,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/1].n_valid_complexes,164,164,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/1].coverage_pct,54.1,54.13,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/1].inplace_median,1.467,1.467,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/1].inplace_q1,0.753,0.753,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/1].inplace_q3,3.068,3.068,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/1].form_median,0.885,0.885,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/1].form_q1,0.488,0.488,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/1].form_q3,1.427,1.427,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/1].median_r,0.458,0.458,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/1].pct_placement_limited,40.9,40.85,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/1].pct_mixed,28.7,28.66,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/1].pct_form_limited,30.5,30.49,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/5].n_poses,790,790,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/5].n_valid_complexes,235,235,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/5].coverage_pct,77.6,77.56,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/5].inplace_median,1.646,1.646,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/5].inplace_q1,0.863,0.863,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/5].inplace_q3,4.0,4.0,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/5].form_median,0.882,0.882,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/5].form_q1,0.498,0.498,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/5].form_q3,1.469,1.469,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/5].median_r,0.406,0.406,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/5].pct_placement_limited,44.2,44.18,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/5].pct_mixed,32.5,32.53,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/5].pct_form_limited,23.3,23.29,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/15].n_poses,2139,2139,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/15].n_valid_complexes,259,259,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/15].coverage_pct,85.5,85.48,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/15].inplace_median,1.929,1.929,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/15].inplace_q1,0.921,0.921,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/15].inplace_q3,4.893,4.893,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/15].form_median,0.918,0.918,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/15].form_q1,0.517,0.517,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/15].form_q3,1.569,1.569,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/15].median_r,0.363,0.363,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/15].pct_placement_limited,47.9,47.87,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/15].pct_mixed,30.8,30.81,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[DiffDock/15].pct_form_limited,21.3,21.32,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/1].n_poses,143,143,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/1].n_valid_complexes,143,143,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/1].coverage_pct,47.2,47.19,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/1].inplace_median,2.977,2.977,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/1].inplace_q1,1.347,1.347,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/1].inplace_q3,5.476,5.476,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/1].form_median,1.12,1.12,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/1].form_q1,0.592,0.592,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/1].form_q3,2.008,2.008,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/1].median_r,0.214,0.214,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/1].pct_placement_limited,59.4,59.44,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/1].pct_mixed,23.8,23.78,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/1].pct_form_limited,16.8,16.78,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/5].n_poses,673,673,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/5].n_valid_complexes,156,156,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/5].coverage_pct,51.5,51.49,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/5].inplace_median,3.64,3.64,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/5].inplace_q1,1.77,1.77,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/5].inplace_q3,6.191,6.191,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/5].form_median,1.26,1.26,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/5].form_q1,0.752,0.752,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/5].form_q3,2.018,2.018,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/5].median_r,0.154,0.154,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/5].pct_placement_limited,64.3,64.34,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/5].pct_mixed,20.8,20.8,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/5].pct_form_limited,14.9,14.86,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/15].n_poses,1830,1830,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/15].n_valid_complexes,156,156,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/15].coverage_pct,51.5,51.49,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/15].inplace_median,4.065,4.065,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/15].inplace_q1,2.334,2.334,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/15].inplace_q3,6.453,6.453,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/15].form_median,1.342,1.342,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/15].form_q1,0.789,0.789,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/15].form_q3,2.118,2.118,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/15].median_r,0.133,0.133,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/15].pct_placement_limited,70.2,70.22,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/15].pct_mixed,18.5,18.52,True,"body_appendix_short.tex, tab:results-placement-form"
table_27[EquiBind/15].pct_form_limited,11.3,11.26,True,"body_appendix_short.tex, tab:results-placement-form"
figure[image2],'md5 of posebusters_results/benchmark_matched_equibind/dock/validity_report_mgltools/00_figure2_validity_yield.png','match',True,thesis figure asset
figure[image3],'md5 of posebusters_results/benchmark_matched_equibind/dock/pose_comparison_report/18_topn_within_thresholds_pbvalid_depths.png','match',True,thesis figure asset
figure[image4],'md5 of posebusters_results/benchmark_matched_equibind/dock/pose_comparison_report/18_topn_within_thresholds_kabsch_pbvalid_depths.png','match',True,thesis figure asset
figure[image5],'md5 of posebusters_results/benchmark_matched_equibind/dock/pose_comparison_report/20d_form_vs_placement_by_family__depth_filmstrip_pbvalid__rank1_top5_top15__thesis.png','match',True,thesis figure asset
figure[image6],'md5 of posebusters_results/cluster_crystal_pocket_matched_equibind/autodock_mgltools_exh128_gnina__diffdock_smina_allposes/topN_crystal_cluster_matrix.png','match',True,thesis figure asset
figure[image7],'md5 of posebusters_results/cluster_crystal_pocket_matched_equibind/autodock_mgltools_exh128_gnina__diffdock_smina_allposes/crystal_cluster_homogeneity.png','match',True,thesis figure asset
figure[image8],'md5 of posebusters_results/cluster_crystal_pocket_matched_equibind/autodock_mgltools_exh128_gnina__diffdock_smina_allposes/cluster_quality_metrics.png','match',True,thesis figure asset
figure[image9],'md5 of pandamap_results/benchmark_matched_equibind/report/05_fingerprint_similarity_top5.png','match',True,thesis figure asset
figure[image11],'md5 of pandamap_results/benchmark_matched_equibind/report/10b_contact_decomposition_by_rank.png','match',True,thesis figure asset
figure[image13],'md5 of posebusters_results/_orai_matched_root/orai_pbvalid_yield_compare/09f_pbvalid_yield_dominant_orai_benchmark_vs_experimental.png','match',True,thesis figure asset
figure[image15],'md5 of posebusters_results/_orai_matched_root/orai_pbvalid_tm_share_compare/fig_tm_loss_relative_compare.png','match',True,thesis figure asset
figure[image16],'md5 of posebusters_results/_orai_matched_root/orai_jku/pose_clusters/panels/orai_cross_tool_agreement_compare.png','match',True,thesis figure asset
figure[image17],'md5 of posebusters_results/_orai_matched_root/orai_jku/pose_clusters/panels/orai_tool_agreement_compare.png','match',True,thesis figure asset
figure[image18],'md5 of posebusters_results/_orai_matched_root/orai_jku/pose_clusters/panels/orai_cluster_quality_compare.png','match',True,thesis figure asset
figure[image19],'md5 of posebusters_results/_orai_matched_root/orai_benchmark/pose_clusters/orai_cluster_quality_filtering.png','match',True,thesis figure asset
figure[image21],'md5 of pandamap_results/orai_interaction_compare_matched/fig_type_profile_compare.png','match',True,thesis figure asset
figure[image23],'md5 of pandamap_results/orai_interaction_compare_matched/fig_fingerprint_overlap_compare.png','match',True,thesis figure asset
figure[image24],'md5 of posebusters_results/benchmark_matched_equibind/docking_effort_gnina_v2_charged/panels/effort_by_quality_near2.png','match',True,thesis figure asset
figure[image25],'md5 of posebusters_results/benchmark_matched_equibind/docking_effort_gnina_v2/panels/resource_per_near_native_valid_pose.png','match',True,thesis figure asset
figure[image43],'md5 of posebusters_results/_orai_matched_root/orai_pbvalid_tm_share_compare/fig_pbvalid_outside_tm_whisker.png','match',True,thesis figure asset
figure[image44],'md5 of posebusters_results/autodock_exhaustiveness_returns/figures/exh_raw_vs_rescored.png','match',True,thesis figure asset
figure[image45],'md5 of posebusters_results/autodock_exhaustiveness_returns/figures/exh_depth_sweep.png','match',True,thesis figure asset
figure[image46],'md5 of posebusters_results/autodock_exhaustiveness_returns/figures/exh_yield_vs_cost.png','match',True,thesis figure asset
figure[image47],'md5 of posebusters_results/autodock_exhaustiveness_returns/figures/exh_marginal_return.png','match',True,thesis figure asset
figure[image20],'md5 of pandamap_results/orai_interaction_compare_matched/fig_total_interactions_compare.png','match',True,thesis figure asset
figure[image22],'md5 of pandamap_results/orai_interaction_compare_matched/fig_residue_hotspots_compare.png','match',True,thesis figure asset
figure[image1],'md5 of docking_workflow.png','match',True,thesis figure asset
figure[image33],'md5 of PoseBusters_Benchmark_Analysis/figures/01_ligand_univariate_distributions.png','match',True,thesis figure asset
figure[image34],'md5 of PoseBusters_Benchmark_Analysis/figures/02_druglikeness_ro5_qed.png','match',True,thesis figure asset
figure[image35],'md5 of PoseBusters_Benchmark_Analysis/figures/03_elemental_charge_composition.png','match',True,thesis figure asset
figure[image36],'md5 of PoseBusters_Benchmark_Analysis/figures/04_ligand_correlation_heatmap.png','match',True,thesis figure asset
figure[image37],'md5 of PoseBusters_Benchmark_Analysis/figures/05_2d_attribute_mappings.png','match',True,thesis figure asset
figure[image38],'md5 of PoseBusters_Benchmark_Analysis/figures/06_pairplot_core_descriptors.png','match',True,thesis figure asset
figure[image39],'md5 of PoseBusters_Benchmark_Analysis/figures/09_pca_scree_loadings.png','match',True,thesis figure asset
figure[image40],'md5 of PoseBusters_Benchmark_Analysis/figures/10_pca_biplot.png','match',True,thesis figure asset
figure[image41],'md5 of PoseBusters_Benchmark_Analysis/figures/07_receptor_profile.png','match',True,thesis figure asset
figure[image42],'md5 of PoseBusters_Benchmark_Analysis/figures/08_startconf_rmsd.png','match',True,thesis figure asset
figure[image12],'no generator in the repository','still none',True,"Figure 27, The docking receptor, Fr300 cartoon"
figure[image14],'no generator in the repository','still none',True,"Figure 22, Orai Fr300 with docked ligands and transmembrane exclusion"
figures[coverage],'all 39 included images accounted for','complete',True,\includegraphics in the two body files
prose.fig23.compactness[autodock],0.62,0.623,True,"body_appendix_short.tex, the paragraph on fig:results-r17"
prose.fig23.compactness[diffdock],0.34,0.341,True,"body_appendix_short.tex, the paragraph on fig:results-r17"
prose.fig23.compactness[equibind],1.53,1.53,True,"body_appendix_short.tex, the paragraph on fig:results-r17"
prose.fig23.silhouette[autodock],0.776,0.776,True,"body_appendix_short.tex, the paragraph on fig:results-r17"
prose.fig23.silhouette[diffdock],0.174,0.174,True,"body_appendix_short.tex, the paragraph on fig:results-r17"
prose.fig23.silhouette[equibind],0.587,0.587,True,"body_appendix_short.tex, the paragraph on fig:results-r17"
prose.fig24.equibind_paired_stability_units,46,46,True,"body_appendix_short.tex, the paragraph on fig:results-r18"
prose.fig24.equibind_single_cluster_after_filtering,39,39,True,"body_appendix_short.tex, the paragraph on fig:results-r18"
prose.fig24.equibind_multicluster_units,7,7,True,"body_appendix_short.tex, the paragraph on fig:results-r18"
prose.fig24.equibind_multicluster_stability_raw,0.67,0.672,True,"body_appendix_short.tex, the paragraph on fig:results-r18"
prose.fig24.equibind_multicluster_stability_filtered,0.74,0.74,True,"body_appendix_short.tex, the paragraph on fig:results-r18"
prose.fig39.autodock_spurious_rank1,15.3,15.3,True,"body_appendix_short.tex, the paragraph on fig:results-r9"
prose.fig39.diffdock_spurious_rank1,14.1,14.1,True,"body_appendix_short.tex, the paragraph on fig:results-r9"
prose.fig39.autodock_spurious_rank5,17.6,17.6,True,"body_appendix_short.tex, the paragraph on fig:results-r9"
prose.fig39.equibind_matched_rank1,16.7,16.7,True,"body_appendix_short.tex, the paragraph on fig:results-r9"
prose.fig39.equibind_missed_rank1,18.9,18.9,True,"body_appendix_short.tex, the paragraph on fig:results-r9"
prose.fig39.equibind_spurious_min,12.0,12.0,True,"body_appendix_short.tex, the paragraph on fig:results-r9"
prose.fig39.equibind_spurious_max,12.6,12.6,True,"body_appendix_short.tex, the paragraph on fig:results-r9"
prose.audit.ids_file,'present','present',True,"body_appendix_short.tex, ""Interaction Fingerprints"""
prose.audit.profiled_poses,4253,4253.0,True,"body_appendix_short.tex, ""Interaction Fingerprints"""
prose.audit.median_rmsd,7.57,7.57,True,"body_appendix_short.tex, ""Interaction Fingerprints"""
prose.audit.within_2a_pct,21.3,21.3,True,"body_appendix_short.tex, ""Interaction Fingerprints"""
prose.audit.site_filtered_overlap[autodock],0.683,0.6827,True,"body_appendix_short.tex, ""Interaction Fingerprints"""
prose.audit.dropped_by_site_filter[autodock],44,44.0,True,"body_appendix_short.tex, ""Interaction Fingerprints"""
prose.audit.site_filtered_overlap[diffdock],0.714,0.7139,True,"body_appendix_short.tex, ""Interaction Fingerprints"""
prose.audit.dropped_by_site_filter[diffdock],60,60.0,True,"body_appendix_short.tex, ""Interaction Fingerprints"""
prose.audit.site_filtered_overlap[equibind],0.629,0.6292,True,"body_appendix_short.tex, ""Interaction Fingerprints"""
prose.audit.dropped_by_site_filter[equibind],111,111.0,True,"body_appendix_short.tex, ""Interaction Fingerprints"""
prose.audit.metal_records,6296,6296.0,True,"body_appendix_short.tex, ""Interaction Fingerprints"""
prose.audit.metal_complexes,121,121.0,True,"body_appendix_short.tex, ""Interaction Fingerprints"""
prose.refiners.equibind_near_top15.gnina,83,83,True,"body_main_short.tex, Discussion, 'Physical Validity and Post-Docking Optimisation'"
prose.refiners.equibind_near_top15.smina,61,61,True,"body_main_short.tex, Discussion, 'Physical Validity and Post-Docking Optimisation'"
prose.refiners.equibind_near_top15.mcnemar_p,0.0001131,0.0001131,True,"body_main_short.tex, Discussion, 'Physical Validity and Post-Docking Optimisation'"
prose.refiners.equibind_selection_top15.gnina,55,55,True,"body_main_short.tex, Discussion, 'Physical Validity and Post-Docking Optimisation'"
prose.refiners.equibind_selection_top15.smina,46,46,True,"body_main_short.tex, Discussion, 'Physical Validity and Post-Docking Optimisation'"
prose.refiners.equibind_selection_top15.mcnemar_p,0.1078,0.1078,True,"body_main_short.tex, Discussion, 'Physical Validity and Post-Docking Optimisation'"
prose.refiners.diffdock_triple_top15.smina,133,133,True,"body_main_short.tex, Discussion, 'Physical Validity and Post-Docking Optimisation'"
prose.refiners.diffdock_triple_top15.gnina,132,132,True,"body_main_short.tex, Discussion, 'Physical Validity and Post-Docking Optimisation'"
prose.refiners.diffdock_triple_top15.mcnemar_p,1.0,1.0,True,"body_main_short.tex, Discussion, 'Physical Validity and Post-Docking Optimisation'"
prose.refiners.diffdock_double_top15.smina,167,167,True,"body_main_short.tex, Discussion, 'Physical Validity and Post-Docking Optimisation'"
prose.refiners.diffdock_double_top15.gnina,167,167,True,"body_main_short.tex, Discussion, 'Physical Validity and Post-Docking Optimisation'"
prose.refiners.diffdock_double_top15.mcnemar_p,1.0,1.0,True,"body_main_short.tex, Discussion, 'Physical Validity and Post-Docking Optimisation'"
prose.refiners.diffdock_near_top15.smina,170,170,True,"body_main_short.tex, Discussion, 'Physical Validity and Post-Docking Optimisation'"
prose.refiners.diffdock_near_top15.gnina,170,170,True,"body_main_short.tex, Discussion, 'Physical Validity and Post-Docking Optimisation'"
prose.refiners.diffdock_near_top15.mcnemar_p,1.0,1.0,True,"body_main_short.tex, Discussion, 'Physical Validity and Post-Docking Optimisation'"
prose[h9].diff_pp.k1,2.6,2.64,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].ci95_lo.k1,-4.2,-4.18,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].ci95_hi.k1,9.4,9.43,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].mcnemar_p.k1,0.5085,0.508513,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].ci90_lo.k1,-3.1,-3.09,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].ci90_hi.k1,8.3,8.35,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].smallest_margin.k1,8.4,8.4,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].both_recover,51,51,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].neither_recovers,140,140,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].discordant,112,112,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].discordant_pct,37.0,37.0,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].mde_pp,9.8,9.8,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].observed_power,0.12,0.12,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].n_needed,4200,4200,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].mde_at_428,8.2,8.2,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].equivalent_within_10pp.k1,True,True,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].equivalent_within_5pp.k1,False,False,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].diff_pp.k5,13.2,13.2,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].ci95_lo.k5,5.7,5.74,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].ci95_hi.k5,20.4,20.44,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].mcnemar_p.k5,0.00076,0.000763,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].ci90_lo.k5,6.9,6.94,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].ci90_hi.k5,19.3,19.3,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].smallest_margin.k5,19.4,19.4,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].equivalent_within_10pp.k5,False,False,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].equivalent_within_5pp.k5,False,False,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].diff_pp.k15,10.2,10.23,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].ci95_lo.k15,2.8,2.82,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].ci95_hi.k15,17.5,17.48,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].mcnemar_p.k15,0.009,0.00903,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].ci90_lo.k15,4.0,4.01,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].ci90_hi.k15,16.3,16.33,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].smallest_margin.k15,16.4,16.4,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].equivalent_within_10pp.k15,False,False,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].equivalent_within_5pp.k15,False,False,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].diff_pp.k30,9.9,9.9,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].ci95_lo.k30,2.5,2.52,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].ci95_hi.k30,17.1,17.13,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].mcnemar_p.k30,0.0113,0.011315,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].ci90_lo.k30,3.7,3.7,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].ci90_hi.k30,16.0,15.99,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].smallest_margin.k30,16.0,16.0,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
prose[h9].equivalent_within_10pp.k30,False,False,True,"body_appendix_short.tex, 'Resolution of the Two-Pipeline Contrast'"
